cell_type,gene,count
CD56bright-liver,IL21,52
CD56bright-liver,IL21R,52
CD56bright-liver,IL22,9
CD56bright-liver,IL23A,9
CD56bright-liver,IL23R,164
CD56bright-liver,IL26,164
CD56bright-liver,IL28B,34
CD56bright-liver,IL29,9
CD56bright-liver,IL2RA,95
CD56bright-liver,IL2RB,4088
CD56bright-liver,IL2RG,2487
CD56bright-liver,IL3,17
CD56bright-liver,IL32,56714
CD56bright-liver,IL4,9
CD56bright-liver,IL4R,448
CD56bright-liver,IL5,17
CD56bright-liver,IL6,9
CD56bright-liver,IL6R,34
CD56bright-liver,IL6ST,318
CD56bright-liver,IL7R,491
CD56bright-liver,IL8,559
CD56bright-liver,IL9,9
CD56bright-liver,IRAK2,267
CD56bright-liver,IRAK3,26
CD56bright-liver,IRAK4,534
CD56bright-liver,IRF1,1687
CD56bright-liver,IRF3,1618
CD56bright-liver,IRF4,508
CD56bright-liver,IRF5,26
CD56bright-liver,IRF7,757
CD56bright-liver,IRF8,327
CD56bright-liver,IRGM,43
CD56bright-liver,ITGA2B,17
CD56bright-liver,ITGA4,1360
CD56bright-liver,ITGA5,215
CD56bright-liver,ITGA6,86
CD56bright-liver,ITGAL,2160
CD56bright-liver,ITGAM,207
CD56bright-liver,ITGAX,275
CD56bright-liver,ITGB1,1308
CD56bright-liver,ITGB2,749
CD56bright-liver,JAK1,3701
CD56bright-liver,JAK2,904
CD56bright-liver,JAK3,344
CD56bright-liver,KIR2DL1,26
CD56bright-liver,KIR2DL2,9
CD56bright-liver,KIR2DL3,327
CD56bright-liver,KIR2DL5A,164
CD56bright-liver,KIR2DS1,26
CD56bright-liver,KIR2DS2,43
CD56bright-liver,KIR2DS3,26
CD56bright-liver,KIR2DS4,164
CD56bright-liver,KIR2DS5,17
CD56bright-liver,KIR3DL1,628
CD56bright-liver,KIR3DL2,327
CD56bright-liver,KIR3DL3,26
CD56bright-liver,KIR3DS1,43
CD56bright-liver,KIT,198
CD56bright-liver,KLRB1,6937
CD56bright-liver,KLRC1,671
CD56bright-liver,KLRD1,3434
CD56bright-liver,LAIR1,164
CD56bright-liver,LCK,1687
CD56bright-liver,LCP2,2031
CD56bright-liver,LEF1,9
CD56bright-liver,LIF,34
CD56bright-liver,LILRA1,9
CD56bright-liver,LILRA2,26
CD56bright-liver,LILRA3,26
CD56bright-liver,LILRA5,52
CD56bright-liver,LILRA6,43
CD56bright-liver,LILRB1,43
CD56bright-liver,LILRB2,34
CD56bright-liver,LILRB3,9
CD56bright-liver,LILRB4,34
CD56bright-liver,LILRB5,9
CD56bright-liver,LITAF,904
CD56bright-liver,LTA,120
CD56bright-liver,LTB4R,34
CD56bright-liver,LTB4R2,69
CD56bright-liver,LTBR,52
CD56bright-liver,LY96,9
CD56bright-liver,MAF,86
CD56bright-liver,MAP4K1,516
CD56bright-liver,MAP4K2,310
CD56bright-liver,MAP4K4,275
CD56bright-liver,MAPK1,1446
CD56bright-liver,MAPK11,60
CD56bright-liver,MAPK14,628
CD56bright-liver,MAPKAPK2,792
CD56bright-liver,MBP,241
CD56bright-liver,MR1,86
CD56bright-liver,MS4A1,34
CD56bright-liver,MSR1,34
CD56bright-liver,MUC1,103
CD56bright-liver,MX1,602
CD56bright-liver,MYD88,534
CD56bright-liver,NCAM1,379
CD56bright-liver,NCF4,60
CD56bright-liver,NCR1,2057
CD56bright-liver,NFATC1,120
CD56bright-liver,NFATC2,1437
CD56bright-liver,NFATC3,766
CD56bright-liver,NFIL3,155
CD56bright-liver,NFKB1,361
CD56bright-liver,NFKBIA,2616
CD56bright-liver,NFKBIZ,353
CD56bright-liver,NOD2,26
CD56bright-liver,NOS2,34
CD56bright-liver,NOTCH1,499
CD56bright-liver,NOTCH2,293
CD56bright-liver,PAX5,34
CD56bright-liver,PDCD1,9
CD56bright-liver,PDCD1LG2,9
CD56bright-liver,PDGFB,17
CD56bright-liver,PDGFRB,9
CD56bright-liver,PLAU,52
CD56bright-liver,PLAUR,17
CD56bright-liver,PML,77
CD56bright-liver,POU2F2,164
CD56bright-liver,PPARG,26
CD56bright-liver,PPBP,9
CD56bright-liver,PRDM1,275
CD56bright-liver,PRF1,3417
CD56bright-liver,PRKCD,129
CD56bright-liver,PSMB10,981
CD56bright-liver,PSMB5,9
CD56bright-liver,PSMB9,1239
CD56bright-liver,PSMC2,482
CD56bright-liver,PSMD7,800
CD56bright-liver,PTAFR,34
CD56bright-liver,PTGER4,637
CD56bright-liver,PTGS2,26
CD56bright-liver,PTK2,112
CD56bright-liver,PTPN2,981
CD56bright-liver,PTPN22,2470
CD56bright-liver,PTPN6,843
CD56bright-liver,PTPRC,7048
CD56bright-liver,RAG1,52
CD56bright-liver,RAG2,34
CD56bright-liver,RARRES3,1377
CD56bright-liver,RORC,43
CD56bright-liver,RUNX1,387
CD56bright-liver,SELL,138
CD56bright-liver,SELPLG,34
CD56bright-liver,SERPING1,9
CD56bright-liver,SH2D1A,1773
CD56bright-liver,SIGIRR,1222
CD56bright-liver,SKI,645
CD56bright-liver,SLAMF1,9
CD56bright-liver,SLAMF7,2590
CD56bright-liver,SMAD3,1136
CD56bright-liver,SMAD5,327
CD56bright-liver,SOCS1,611
CD56bright-liver,SOCS3,34
CD56bright-liver,SPP1,26
CD56bright-liver,SRC,52
CD56bright-liver,STAT1,611
CD56bright-liver,STAT2,654
CD56bright-liver,STAT4,1480
CD56bright-liver,STAT5A,224
CD56bright-liver,STAT5B,886
CD56bright-liver,SYK,456
CD56bright-liver,TAGAP,3305
CD56bright-liver,TAL1,26
CD56bright-liver,TAP1,215
CD56bright-liver,TAP2,120
CD56bright-liver,TAPBP,1997
CD56bright-liver,TBK1,232
CD56bright-liver,TBX21,663
CD56bright-liver,TCF4,9
CD56bright-liver,TCF7,2470
CD56bright-liver,TFRC,336
CD56bright-liver,TGFB1,4518
CD56bright-liver,TGFBI,26
CD56bright-liver,TGFBR1,534
CD56bright-liver,TGFBR2,1205
CD56bright-liver,TIGIT,1196
CD56bright-liver,TIRAP,77
CD56bright-liver,TLR1,688
CD56bright-liver,TLR2,26
CD56bright-liver,TLR3,17
CD56bright-liver,TLR4,69
CD56bright-liver,TLR5,9
CD56bright-liver,TLR7,26
CD56bright-liver,TLR8,43
CD56bright-liver,TLR9,26
CD56bright-liver,TMEM173,9
CD56bright-liver,TNF,861
CD56bright-liver,TNFAIP3,2677
CD56bright-liver,TNFAIP6,17
CD56bright-liver,TNFRSF10C,17
CD56bright-liver,TNFRSF11A,17
CD56bright-liver,TNFRSF13B,34
CD56bright-liver,TNFRSF13C,43
CD56bright-liver,TNFRSF14,353
CD56bright-liver,TNFRSF17,34
CD56bright-liver,TNFRSF1B,232
CD56bright-liver,TNFRSF4,34
CD56bright-liver,TNFRSF8,52
CD56bright-liver,TNFRSF9,146
CD56bright-liver,TNFSF10,611
CD56bright-liver,TNFSF11,9
CD56bright-liver,TNFSF12,542
CD56bright-liver,TNFSF13B,60
CD56bright-liver,TNFSF15,9
CD56bright-liver,TNFSF8,26
CD56bright-liver,TOLLIP,275
CD56bright-liver,TRAF1,473
CD56bright-liver,TRAF4,112
CD56bright-liver,TRAF5,422
CD56bright-liver,TYK2,525
CD56bright-liver,VCAM1,95
CD56bright-liver,VTN,43
CD56bright-liver,XBP1,396
CD56bright-liver,XCL1,525
CD56bright-liver,XCR1,43
CD56bright-liver,ZAP70,1076
CD56bright-PBCM,ABCB1,550
CD56bright-PBCM,ABL1,174
CD56bright-PBCM,ADA,508
CD56bright-PBCM,AHR,1573
CD56bright-PBCM,AIRE,42
CD56bright-PBCM,APP,181
CD56bright-PBCM,ARHGDIB,2262
CD56bright-PBCM,ATG16L1,313
CD56bright-PBCM,ATM,21
CD56bright-PBCM,BATF,63
CD56bright-PBCM,BATF3,14
CD56bright-PBCM,BCL2,181
CD56bright-PBCM,BCL3,473
CD56bright-PBCM,BCL6,842
CD56bright-PBCM,BID,90
CD56bright-PBCM,BLNK,7
CD56bright-PBCM,BST1,97
CD56bright-PBCM,BST2,1023
CD56bright-PBCM,BTK,70
CD56bright-PBCM,C1QA,7
CD56bright-PBCM,C1QB,21
CD56bright-PBCM,C1QBP,536
CD56bright-PBCM,C1R,28
CD56bright-PBCM,C1S,28
CD56bright-PBCM,C2,7
CD56bright-PBCM,C3,77
CD56bright-PBCM,C4A,35
CD56bright-PBCM,C4B,7
CD56bright-PBCM,C5,7
CD56bright-PBCM,C7,21
CD56bright-PBCM,C8G,35
CD56bright-PBCM,C9,28
CD56bright-PBCM,CAMP,7
CD56bright-PBCM,CARD9,42
CD56bright-PBCM,CASP1,209
CD56bright-PBCM,CASP10,35
CD56bright-PBCM,CASP2,425
CD56bright-PBCM,CASP3,188
CD56bright-PBCM,CASP8,995
CD56bright-PBCM,CCBP2,56
CD56bright-PBCM,CCL13,14
CD56bright-PBCM,CCL16,14
CD56bright-PBCM,CCL18,7
CD56bright-PBCM,CCL19,188
CD56bright-PBCM,CCL2,487
CD56bright-PBCM,CCL20,84
CD56bright-PBCM,CCL22,17330
CD56bright-PBCM,CCL23,7
CD56bright-PBCM,CCL24,11205
CD56bright-PBCM,CCL26,7
CD56bright-PBCM,CCL3,2088
CD56bright-PBCM,CCL4,2234
CD56bright-PBCM,CCL5,1608
CD56bright-PBCM,CCL7,118
CD56bright-PBCM,CCL8,7
CD56bright-PBCM,CCR10,7
CD56bright-PBCM,CCR5,341
CD56bright-PBCM,CCR6,77
CD56bright-PBCM,CCR7,1601
CD56bright-PBCM,CCR8,70
CD56bright-PBCM,CCRL2,188
CD56bright-PBCM,CD14,313
CD56bright-PBCM,CD19,14
CD56bright-PBCM,CD209,7
CD56bright-PBCM,CD22,244
CD56bright-PBCM,CD24,56
CD56bright-PBCM,CD244,633
CD56bright-PBCM,CD247,1302
CD56bright-PBCM,CD27,84
CD56bright-PBCM,CD274,167
CD56bright-PBCM,CD28,49
CD56bright-PBCM,CD36,452
CD56bright-PBCM,CD3D,174
CD56bright-PBCM,CD3E,320
CD56bright-PBCM,CD3EAP,42
CD56bright-PBCM,CD4,7
CD56bright-PBCM,CD40,341
CD56bright-PBCM,CD40LG,28
CD56bright-PBCM,CD44,2387
CD56bright-PBCM,CD46,863
CD56bright-PBCM,CD5,251
CD56bright-PBCM,CD53,1239
CD56bright-PBCM,CD55,56
CD56bright-PBCM,CD58,1051
CD56bright-PBCM,CD59,550
CD56bright-PBCM,CD6,49
CD56bright-PBCM,CD7,738
CD56bright-PBCM,CD74,18764
CD56bright-PBCM,CD79A,28
CD56bright-PBCM,CD80,418
CD56bright-PBCM,CD81,1051
CD56bright-PBCM,CD82,592
CD56bright-PBCM,CD83,4030
CD56bright-PBCM,CD86,251
CD56bright-PBCM,CD8A,97
CD56bright-PBCM,CD8B,28
CD56bright-PBCM,CD9,773
CD56bright-PBCM,CD96,1552
CD56bright-PBCM,CD97,1977
CD56bright-PBCM,CDH5,7
CD56bright-PBCM,CDKN1A,1698
CD56bright-PBCM,CEACAM1,14
CD56bright-PBCM,CEBPB,2290
CD56bright-PBCM,CFB,7
CD56bright-PBCM,CFD,21
CD56bright-PBCM,CFH,7
CD56bright-PBCM,CFP,28
CD56bright-PBCM,CIITA,195
CD56bright-PBCM,CISH,49
CD56bright-PBCM,CLEC4A,216
CD56bright-PBCM,CLEC4E,181
CD56bright-PBCM,CLEC5A,1761
CD56bright-PBCM,CLU,7
CD56bright-PBCM,CMKLR1,84
CD56bright-PBCM,CR1,14
CD56bright-PBCM,CR2,7
CD56bright-PBCM,CRADD,90
CD56bright-PBCM,CSF1,640
CD56bright-PBCM,CSF1R,90
CD56bright-PBCM,CSF2,84
CD56bright-PBCM,CSF2RB,828
CD56bright-PBCM,CSF3R,7
CD56bright-PBCM,CTLA4,56
CD56bright-PBCM,CTSC,2116
CD56bright-PBCM,CUL9,320
CD56bright-PBCM,CX3CR1,202
CD56bright-PBCM,CXCL1,1288
CD56bright-PBCM,CXCL10,90
CD56bright-PBCM,CXCL11,42
CD56bright-PBCM,CXCL2,780
CD56bright-PBCM,CXCR1,14
CD56bright-PBCM,CXCR2,7
CD56bright-PBCM,CXCR3,689
CD56bright-PBCM,CXCR4,1489
CD56bright-PBCM,CXCR6,237
CD56bright-PBCM,CYBB,2039
CD56bright-PBCM,DEFB1,7
CD56bright-PBCM,DPP4,21
CD56bright-PBCM,EBI3,404
CD56bright-PBCM,ENTPD1,28
CD56bright-PBCM,ETS1,3202
CD56bright-PBCM,FADD,28
CD56bright-PBCM,FAS,21
CD56bright-PBCM,FCAR,557
CD56bright-PBCM,FCER1A,7
CD56bright-PBCM,FCER1G,2582
CD56bright-PBCM,FCGR1A,14
CD56bright-PBCM,FCGR2A,63
CD56bright-PBCM,FCGR2B,84
CD56bright-PBCM,FCGR2C,216
CD56bright-PBCM,FCGR3A,153
CD56bright-PBCM,FCGRT,383
CD56bright-PBCM,FKBP5,244
CD56bright-PBCM,FN1,167
CD56bright-PBCM,FOXP3,7
CD56bright-PBCM,FYN,1128
CD56bright-PBCM,GATA3,70
CD56bright-PBCM,GFI1,90
CD56bright-PBCM,GNLY,14386
CD56bright-PBCM,GZMA,870
CD56bright-PBCM,GZMB,884
CD56bright-PBCM,HAMP,118
CD56bright-PBCM,HFE,7
CD56bright-PBCM,HLA-C,6591
CD56bright-PBCM,HLA-DMB,814
CD56bright-PBCM,HLA-DOB,244
CD56bright-PBCM,HLA-DPA1,4051
CD56bright-PBCM,HLA-DPB1,2735
CD56bright-PBCM,HLA-DQA1,4559
CD56bright-PBCM,HLA-DQB1,766
CD56bright-PBCM,HLA-DRA,11950
CD56bright-PBCM,HLA-DRB1,8101
CD56bright-PBCM,HLA-DRB3,3215
CD56bright-PBCM,ICAM1,411
CD56bright-PBCM,ICAM2,258
CD56bright-PBCM,ICAM3,619
CD56bright-PBCM,ICAM4,70
CD56bright-PBCM,ICAM5,7
CD56bright-PBCM,ICOS,35
CD56bright-PBCM,ICOSLG,195
CD56bright-PBCM,IFI16,606
CD56bright-PBCM,IFI35,28
CD56bright-PBCM,IFIH1,188
CD56bright-PBCM,IFIT2,56
CD56bright-PBCM,IFITM1,3362
CD56bright-PBCM,IFNAR1,188
CD56bright-PBCM,IFNAR2,752
CD56bright-PBCM,IFNB1,7
CD56bright-PBCM,IFNG,63
CD56bright-PBCM,IFNGR1,327
CD56bright-PBCM,IGF2R,132
CD56bright-PBCM,IKBKB,146
CD56bright-PBCM,IKBKE,132
CD56bright-PBCM,IKBKG,313
CD56bright-PBCM,IKZF1,411
CD56bright-PBCM,IKZF2,640
CD56bright-PBCM,IKZF3,153
CD56bright-PBCM,IL10,21
CD56bright-PBCM,IL10RA,1288
CD56bright-PBCM,IL11RA,21
CD56bright-PBCM,IL12A,7
CD56bright-PBCM,IL12B,21
CD56bright-PBCM,IL12RB1,90
CD56bright-PBCM,IL13,7
CD56bright-PBCM,IL13RA1,689
CD56bright-PBCM,IL15,77
CD56bright-PBCM,IL16,1134
CD56bright-PBCM,IL17A,7
CD56bright-PBCM,IL17F,14
CD56bright-PBCM,IL18,125
CD56bright-PBCM,IL18R1,1462
CD56bright-PBCM,IL18RAP,1350
CD56bright-PBCM,IL1A,97
CD56bright-PBCM,IL1B,5770
CD56bright-PBCM,IL1R1,111
CD56bright-PBCM,IL1R2,494
CD56bright-PBCM,IL1RAP,56
CD56bright-PBCM,IL1RL1,14
CD56bright-PBCM,IL1RL2,14
CD56bright-PBCM,IL1RN,1601
CD56bright-PBCM,IL2,21
CD56bright-PBCM,IL20,35
CD56bright-PBCM,IL21,7
CD56bright-PBCM,IL21R,118
CD56bright-PBCM,IL22,7
CD56bright-PBCM,IL23A,28
CD56bright-PBCM,IL23R,56
CD56bright-PBCM,IL26,56
CD56bright-PBCM,IL28B,7
CD56bright-PBCM,IL29,7
CD56bright-PBCM,IL2RA,306
CD56bright-PBCM,IL2RB,1615
CD56bright-PBCM,IL2RG,3132
CD56bright-PBCM,IL3,42
CD56bright-PBCM,IL32,137326
CD56bright-PBCM,IL4,7
CD56bright-PBCM,IL4R,926
CD56bright-PBCM,IL5,7
CD56bright-PBCM,IL6,7
CD56bright-PBCM,IL6R,181
CD56bright-PBCM,IL6ST,348
CD56bright-PBCM,IL7R,5944
CD56bright-PBCM,IL8,48163
CD56bright-PBCM,IL9,21
CD56bright-PBCM,IRAK2,418
CD56bright-PBCM,IRAK3,174
CD56bright-PBCM,IRAK4,390
CD56bright-PBCM,IRF1,1350
CD56bright-PBCM,IRF3,877
CD56bright-PBCM,IRF4,626
CD56bright-PBCM,IRF5,56
CD56bright-PBCM,IRF7,397
CD56bright-PBCM,IRF8,181
CD56bright-PBCM,IRGM,35
CD56bright-PBCM,ITGA2B,21
CD56bright-PBCM,ITGA4,703
CD56bright-PBCM,ITGA5,981
CD56bright-PBCM,ITGA6,111
CD56bright-PBCM,ITGAL,1747
CD56bright-PBCM,ITGAM,731
CD56bright-PBCM,ITGAX,3132
CD56bright-PBCM,ITGB1,1524
CD56bright-PBCM,ITGB2,1893
CD56bright-PBCM,JAK1,2909
CD56bright-PBCM,JAK2,884
CD56bright-PBCM,JAK3,251
CD56bright-PBCM,KIR2DL1,7
CD56bright-PBCM,KIR2DL2,14
CD56bright-PBCM,KIR2DL3,49
CD56bright-PBCM,KIR2DL5A,14
CD56bright-PBCM,KIR2DS1,7
CD56bright-PBCM,KIR2DS2,28
CD56bright-PBCM,KIR2DS3,14
CD56bright-PBCM,KIR2DS4,21
CD56bright-PBCM,KIR2DS5,7
CD56bright-PBCM,KIR3DL1,647
CD56bright-PBCM,KIR3DL2,49
CD56bright-PBCM,KIR3DL3,7
CD56bright-PBCM,KIR3DS1,49
CD56bright-PBCM,KIT,501
CD56bright-PBCM,KLRB1,2137
CD56bright-PBCM,KLRC1,1155
CD56bright-PBCM,KLRD1,2721
CD56bright-PBCM,LAIR1,404
CD56bright-PBCM,LCK,703
CD56bright-PBCM,LCP2,1545
CD56bright-PBCM,LEF1,341
CD56bright-PBCM,LIF,7
CD56bright-PBCM,LILRA1,21
CD56bright-PBCM,LILRA2,70
CD56bright-PBCM,LILRA3,63
CD56bright-PBCM,LILRA5,28
CD56bright-PBCM,LILRA6,7
CD56bright-PBCM,LILRB1,56
CD56bright-PBCM,LILRB2,35
CD56bright-PBCM,LILRB3,77
CD56bright-PBCM,LILRB4,278
CD56bright-PBCM,LILRB5,7
CD56bright-PBCM,LITAF,849
CD56bright-PBCM,LTA,223
CD56bright-PBCM,LTB4R,118
CD56bright-PBCM,LTB4R2,42
CD56bright-PBCM,LTBR,271
CD56bright-PBCM,LY96,111
CD56bright-PBCM,MAF,49
CD56bright-PBCM,MAP4K1,271
CD56bright-PBCM,MAP4K2,230
CD56bright-PBCM,MAP4K4,397
CD56bright-PBCM,MAPK1,1134
CD56bright-PBCM,MAPK11,21
CD56bright-PBCM,MAPK14,425
CD56bright-PBCM,MAPKAPK2,334
CD56bright-PBCM,MBP,97
CD56bright-PBCM,MR1,104
CD56bright-PBCM,MS4A1,84
CD56bright-PBCM,MSR1,14
CD56bright-PBCM,MUC1,90
CD56bright-PBCM,MX1,223
CD56bright-PBCM,MYD88,522
CD56bright-PBCM,NCAM1,1239
CD56bright-PBCM,NCF4,132
CD56bright-PBCM,NCR1,1399
CD56bright-PBCM,NFATC1,77
CD56bright-PBCM,NFATC2,891
CD56bright-PBCM,NFATC3,766
CD56bright-PBCM,NFIL3,111
CD56bright-PBCM,NFKB1,856
CD56bright-PBCM,NFKBIA,3786
CD56bright-PBCM,NFKBIZ,376
CD56bright-PBCM,NOD2,97
CD56bright-PBCM,NOS2,7
CD56bright-PBCM,NOTCH1,557
CD56bright-PBCM,NOTCH2,682
CD56bright-PBCM,PAX5,21
CD56bright-PBCM,PDCD1,7
CD56bright-PBCM,PDCD1LG2,7
CD56bright-PBCM,PDGFB,56
CD56bright-PBCM,PDGFRB,7
CD56bright-PBCM,PLAU,188
CD56bright-PBCM,PLAUR,738
CD56bright-PBCM,PML,84
CD56bright-PBCM,POU2F2,251
CD56bright-PBCM,PPARG,35
CD56bright-PBCM,PPBP,258
CD56bright-PBCM,PRDM1,320
CD56bright-PBCM,PRF1,4976
CD56bright-PBCM,PRKCD,612
CD56bright-PBCM,PSMB10,543
CD56bright-PBCM,PSMB5,7
CD56bright-PBCM,PSMB9,1288
CD56bright-PBCM,PSMC2,710
CD56bright-PBCM,PSMD7,1155
CD56bright-PBCM,PTAFR,104
CD56bright-PBCM,PTGER4,195
CD56bright-PBCM,PTGS2,21
CD56bright-PBCM,PTK2,181
CD56bright-PBCM,PTPN2,647
CD56bright-PBCM,PTPN22,1065
CD56bright-PBCM,PTPN6,870
CD56bright-PBCM,PTPRC,4413
CD56bright-PBCM,RAG1,7
CD56bright-PBCM,RAG2,7
CD56bright-PBCM,RARRES3,438
CD56bright-PBCM,RORC,28
CD56bright-PBCM,RUNX1,264
CD56bright-PBCM,SELL,2018
CD56bright-PBCM,SELPLG,28
CD56bright-PBCM,SERPING1,49
CD56bright-PBCM,SH2D1A,550
CD56bright-PBCM,SIGIRR,585
CD56bright-PBCM,SKI,529
CD56bright-PBCM,SLAMF1,42
CD56bright-PBCM,SLAMF7,1956
CD56bright-PBCM,SMAD3,891
CD56bright-PBCM,SMAD5,390
CD56bright-PBCM,SOCS1,390
CD56bright-PBCM,SOCS3,146
CD56bright-PBCM,SPP1,320
CD56bright-PBCM,SRC,334
CD56bright-PBCM,STAT1,981
CD56bright-PBCM,STAT2,661
CD56bright-PBCM,STAT4,626
CD56bright-PBCM,STAT5A,425
CD56bright-PBCM,STAT5B,571
CD56bright-PBCM,SYK,550
CD56bright-PBCM,TAGAP,780
CD56bright-PBCM,TAL1,14
CD56bright-PBCM,TAP1,285
CD56bright-PBCM,TAP2,223
CD56bright-PBCM,TAPBP,2018
CD56bright-PBCM,TBK1,292
CD56bright-PBCM,TBX21,578
CD56bright-PBCM,TCF4,63
CD56bright-PBCM,TCF7,2387
CD56bright-PBCM,TFRC,557
CD56bright-PBCM,TGFB1,1650
CD56bright-PBCM,TGFBI,376
CD56bright-PBCM,TGFBR1,501
CD56bright-PBCM,TGFBR2,313
CD56bright-PBCM,TIGIT,118
CD56bright-PBCM,TIRAP,42
CD56bright-PBCM,TLR1,494
CD56bright-PBCM,TLR2,230
CD56bright-PBCM,TLR3,7
CD56bright-PBCM,TLR4,35
CD56bright-PBCM,TLR5,21
CD56bright-PBCM,TLR7,7
CD56bright-PBCM,TLR8,14
CD56bright-PBCM,TLR9,28
CD56bright-PBCM,TMEM173,97
CD56bright-PBCM,TNF,793
CD56bright-PBCM,TNFAIP3,2067
CD56bright-PBCM,TNFAIP6,28
CD56bright-PBCM,TNFRSF10C,56
CD56bright-PBCM,TNFRSF11A,251
CD56bright-PBCM,TNFRSF13B,7
CD56bright-PBCM,TNFRSF13C,14
CD56bright-PBCM,TNFRSF14,348
CD56bright-PBCM,TNFRSF17,21
CD56bright-PBCM,TNFRSF1B,633
CD56bright-PBCM,TNFRSF4,612
CD56bright-PBCM,TNFRSF8,63
CD56bright-PBCM,TNFRSF9,216
CD56bright-PBCM,TNFSF10,404
CD56bright-PBCM,TNFSF11,84
CD56bright-PBCM,TNFSF12,202
CD56bright-PBCM,TNFSF13B,132
CD56bright-PBCM,TNFSF15,174
CD56bright-PBCM,TNFSF8,7
CD56bright-PBCM,TOLLIP,362
CD56bright-PBCM,TRAF1,2172
CD56bright-PBCM,TRAF4,167
CD56bright-PBCM,TRAF5,508
CD56bright-PBCM,TYK2,355
CD56bright-PBCM,VCAM1,21
CD56bright-PBCM,VTN,21
CD56bright-PBCM,XBP1,425
CD56bright-PBCM,XCL1,230
CD56bright-PBCM,XCR1,21
CD56bright-PBCM,ZAP70,800
CD56bright-PBMC,ABCB1,313
CD56bright-PBMC,ABL1,104
CD56bright-PBMC,ADA,406
CD56bright-PBMC,AHR,1959
CD56bright-PBMC,AIRE,63
CD56bright-PBMC,APP,240
CD56bright-PBMC,ARHGDIB,1365
CD56bright-PBMC,ATG16L1,177
CD56bright-PBMC,ATM,21
CD56bright-PBMC,BATF,73
CD56bright-PBMC,BATF3,10
CD56bright-PBMC,BCL2,146
CD56bright-PBMC,BCL3,719
