age,individual,single.cell.well.quality,post.analysis.well.quality,single.cell.quality,CD69protein,CD25protein,CD44protein,CD62Lprotein,sorting.plate.well,sequencing.plate.well,peptide,time,sizeFactor,Cd69,Il2ra (CD25),Cd44,Sell (CD62L)
11.5,2,OK,pass,OK,1.26,0.48,1.72,1.54,Plate 1 H3,Plate 1 H3, N4,1,0.9629429577145717,6.46,6.86,7.95,10.44
11.5,2,OK,pass,OK,1.08,0.7,0.7,2.59,Plate 1 H4,Plate 1 H4, N4,1,0.3026045504615293,6.87,2.11,0,8.33
11.5,2,OK,pass,OK,1.41,0.7,1,1.86,Plate 1 H5,Plate 1 H5, N4,1,0.3529619672310842,6.38,5.85,6.17,10.4
11.5,2,OK,pass,OK,0.85,1.15,0,3.16,Plate 1 H8,Plate 1 H8, N4,1,0.5872716672918432,7.41,0,0,6.54
11.5,2,OK,pass,OK,1,0.48,1.08,1.81,Plate 1 H10,Plate 1 H10, N4,1,0.16821136215141502,7.62,0,6.18,9.14
11.5,2,OK,pass,OK,2.62,2,1.18,2.13,Plate 2 A1,Plate 2 A1, N4,3,0.6918969245066542,6.3,6.57,0,9.36
11.5,2,OK,pass,OK,2.05,0,0,2.65,Plate 2 A2,Plate 2 A2, N4,3,0.46593126573776045,9.5,4,2.4,10.82
11.5,2,OK,pass,OK,1.41,1,1.08,3.01,Plate 2 A3,Plate 2 A3, N4,3,0.2847708535598885,7.46,5.75,0,6.91
11.5,2,OK,pass,OK,2.81,1.62,0,1.85,Plate 2 A4,Plate 2 A4, N4,3,0.7520642276598886,2.66,7.61,1.87,7.64
11.5,2,OK,pass,OK,2.48,0.95,1.15,0.78,Plate 2 A5,Plate 2 A5, N4,3,0.6415665694926406,0,8.46,2.04,8.77
11.5,2,OK,pass,OK,2.66,0,0.48,2.32,Plate 2 A6,Plate 2 A6, N4,3,0.6459505738903125,0,7.13,0,11.05
11.5,2,OK,pass,OK,2.84,1.67,1.28,1.59,Plate 2 A7,Plate 2 A7, N4,3,1.1113947280283316,2.68,7.6,8.84,10.62
11.5,2,OK,pass,OK,2.36,1.8,1.72,2.18,Plate 2 A8,Plate 2 A8, N4,3,1.1520144230956502,8.15,7.87,8.23,10.37
11.5,2,OK,pass,OK,2.61,0.48,1.41,1.83,Plate 2 A9,Plate 2 A9, N4,3,0.7832168185803826,3.31,6.46,7.12,10.42
11.5,2,OK,pass,OK,2.39,1.51,0,1.99,Plate 2 A10,Plate 2 A10, N4,3,0.42342626836773944,5.91,6.95,1.75,10.9
11.5,2,OK,pass,OK,2.33,0.95,0.6,2.2,Plate 2 A11,Plate 2 A11, N4,3,0.5242087562957022,8.93,5.96,4.58,9.65
11.5,2,OK,pass,OK,2.18,1.43,0.9,2.25,Plate 2 A12,Plate 2 A12, N4,3,0.8011497419190078,8.62,8.07,5.36,10.79
11.5,2,OK,pass,OK,2.78,1.7,0.7,1.76,Plate 2 B1,Plate 2 B1, N4,3,0.38322603051130927,1.85,7.66,8.74,10.76
11.5,2,OK,pass,OK,2.62,1.99,1.46,1.72,Plate 2 B2,Plate 2 B2, N4,3,0.4486027216062217,7.25,7.29,8.53,9.92
11.5,2,OK,pass,OK,2,0.3,0.3,1.98,Plate 2 B3,Plate 2 B3, N4,3,0.45535011932115715,7.17,6.2,2.43,9.94
11.5,2,OK,pass,OK,2.55,1.9,2.12,1.53,Plate 2 B4,Plate 2 B4, N4,3,0.680860238538441,6.27,6.13,9.38,9.46
11.5,2,OK,pass,OK,1.9,1.51,0.7,2.18,Plate 2 B5,Plate 2 B5, N4,3,0.5826350865091202,8.02,7.23,0,9.81
11.5,2,OK,pass,OK,2.61,1.53,1.2,1.63,Plate 2 B6,Plate 2 B6, N4,3,0.7314567008152764,2.97,7.96,7.29,7.02
11.5,2,OK,pass,OK,2.53,1.26,1.36,1.04,Plate 2 B7,Plate 2 B7, N4,3,0.7548335473102699,2.66,7.02,7.03,9.85
11.5,2,OK,pass,OK,2.27,1.49,0.95,1.08,Plate 2 B9,Plate 2 B9, N4,3,0.44109308444354295,2.96,8.56,7.9,10.96
11.5,2,OK,pass,OK,1.89,0.48,1.4,1.81,Plate 2 B10,Plate 2 B10, N4,3,0.5736415630842665,3.28,6.88,2.64,9.21
11.5,2,OK,pass,OK,1.52,1.28,0,2.62,Plate 2 B11,Plate 2 B11, N4,3,0.3838710023517075,8.06,3.14,2.63,11
11.5,2,OK,pass,OK,2.74,1.4,1.04,2.06,Plate 2 B12,Plate 2 B12, N4,3,0.4591658268524642,3.81,7.2,1.67,10
11.5,2,OK,pass,OK,1.23,0.48,0.95,2.79,Plate 2 C2,Plate 2 C2, N4,1,0.4046499203147473,6.32,0,0,3.74
11.5,2,OK,pass,OK,0.6,0.78,0.95,2.83,Plate 2 C5,Plate 2 C5, N4,1,0.17742588991318844,3.62,2.73,0,4.16
11.5,2,OK,pass,OK,1,1.4,1.94,3.44,Plate 2 C7,Plate 2 C7, N4,1,0.45815101101966976,9.4,0,0,7.96
11.5,2,OK,pass,OK,1.65,0.48,0,1.83,Plate 2 C8,Plate 2 C8, N4,1,0.6507495252062826,0,0,0,8.92
11.5,2,OK,pass,OK,0,0.9,0.85,2.35,Plate 2 C10,Plate 2 C10, N4,1,0.6309673819056765,7.02,1.37,0,9.5
11.5,2,OK,pass,OK,1.34,0.85,1.41,1.18,Plate 2 C11,Plate 2 C11, N4,1,0.23844563836597019,3.23,0,3.76,10.8
11.5,2,OK,pass,OK,0.6,0.85,0.85,2.61,Plate 2 C12,Plate 2 C12, N4,1,0.30746664587376227,2.09,0,0,9.14
11.5,2,OK,pass,OK,0,0.95,0.7,2.46,Plate 2 D1,Plate 2 D1,NA,NA,0.39846179888099637,8.13,0,0,8.87
11.5,2,OK,pass,OK,0,1.08,1.36,3.22,Plate 2 D2,Plate 2 D2,NA,NA,0.34979123154017533,8.98,0,0,0
11.5,2,OK,pass,OK,0.78,0.9,0,2.29,Plate 2 D3,Plate 2 D3,NA,NA,0.23504487775296126,8.96,0,0,7.71
11.5,2,OK,pass,OK,0.6,0.85,0,2.84,Plate 2 D4,Plate 2 D4,NA,NA,0.44124643439160965,8.58,0,0,7.74
11.5,2,OK,pass,OK,0.78,0.85,1.15,2.2,Plate 2 D5,Plate 2 D5,NA,NA,0.28951117107218605,7.68,0,0,8.42
11.5,2,OK,pass,OK,0.85,0.85,1.2,2.89,Plate 2 D7,Plate 2 D7,NA,NA,0.4208012780802445,8.66,0,7.47,5.8
11.5,2,OK,pass,OK,0,0.7,0.85,2.98,Plate 2 D8,Plate 2 D8,NA,NA,0.7411267681286597,8.52,1.23,0,5.51
11.5,2,OK,pass,OK,0,0.85,1.18,2.89,Plate 2 D9,Plate 2 D9,NA,NA,0.7183994037666546,4.78,1.26,0,4.54
11.5,2,OK,pass,OK,0.3,0.6,1.08,3.02,Plate 2 D10,Plate 2 D10,NA,NA,0.8232772373665166,7.05,0,0,7.44
11.5,2,OK,pass,OK,0,0.85,1.04,2.52,Plate 2 D12,Plate 2 D12,NA,NA,0.30747566645894264,8.1,2.09,0,4.11
11.5,2,OK,pass,OK,2.96,2.07,1.46,2.73,Plate 2 E1,Plate 2 E1, N4,6,0.45834495360104827,7.8,8.57,2.92,10.81
11.5,2,OK,pass,OK,2.84,2.56,2.72,1.8,Plate 2 E2,Plate 2 E2, N4,6,0.552731846636111,1.49,5.53,9.92,7.8
11.5,2,OK,pass,OK,2.68,2.39,1.46,2.32,Plate 2 E3,Plate 2 E3, N4,6,0.4361001905461943,1.72,7.16,7.18,11.05
11.5,2,OK,pass,OK,2.89,2.54,2.04,1.79,Plate 2 E4,Plate 2 E4, N4,6,0.8731565631215106,0,7.6,6.91,9.43
11.5,2,OK,pass,OK,2.53,2.24,1.62,1.48,Plate 2 E5,Plate 2 E5, N4,6,0.7863740233935208,1.18,7.81,7.21,10.49
11.5,2,OK,pass,OK,2.93,2.3,2.18,2.12,Plate 2 E6,Plate 2 E6, N4,6,0.6419815164109387,1.35,8.13,8.24,11.24
11.5,2,OK,pass,OK,2.74,1.67,1.32,2.49,Plate 2 E7,Plate 2 E7, N4,6,0.9017518181433625,0,8.7,7.56,10.36
11.5,2,OK,pass,OK,2.62,2.6,0.85,1.68,Plate 2 E8,Plate 2 E8, N4,6,1.4017718752778354,1.65,8.05,1.65,9
11.5,2,OK,pass,OK,2.8,1.89,1.28,1.36,Plate 2 E9,Plate 2 E9, N4,6,1.5304640537539402,0.73,8.25,0,10.77
11.5,2,OK,pass,OK,2.77,2.17,1.88,2.14,Plate 2 E10,Plate 2 E10, N4,6,1.2272731652556854,0.86,6.63,6.5,10.27
11.5,2,OK,pass,OK,1.99,2.14,3.02,1.3,Plate 2 E11,Plate 2 E11, N4,6,0.6588003974797851,1.33,6.59,9.23,5.59
11.5,2,OK,pass,OK,3.11,2.54,2.15,1.72,Plate 2 E12,Plate 2 E12, N4,6,0.5896125091461557,4.42,5.74,8.3,10.06
11.5,2,OK,pass,OK,2.28,1.6,0.3,3.24,Plate 2 F1,Plate 2 F1, T4,6,0.48279524973250887,7.08,6.65,1.62,10.25
11.5,2,OK,pass,OK,2.72,1,1.08,2.6,Plate 2 F2,Plate 2 F2, T4,6,0.4098142053305234,3.72,5.9,1.78,10.11
11.5,2,OK,pass,OK,2.12,1.6,1.18,2.54,Plate 2 F3,Plate 2 F3, T4,6,0.4583539741862287,8.06,7.75,1.67,1.67
11.5,2,OK,pass,OK,0.7,1.34,1.04,3.37,Plate 2 F4,Plate 2 F4, T4,6,0.6010325699845358,7.65,5.41,0,6.01
11.5,2,OK,pass,OK,2.78,1.98,0,2.78,Plate 2 F5,Plate 2 F5, T4,6,0.5275373522272679,7.22,6.4,0,10.2
11.5,2,OK,pass,OK,2.55,2.54,2.33,2.15,Plate 2 F6,Plate 2 F6, T4,6,0.8986712883042577,5.32,7.72,6.66,4.32
11.5,2,OK,pass,OK,2.6,2.38,1.82,2.42,Plate 2 F7,Plate 2 F7, T4,6,1.1015216975483895,7.31,4.77,0.93,9.2
11.5,2,OK,pass,OK,2.29,2.09,0,2.84,Plate 2 F8,Plate 2 F8, T4,6,0.9710750152546979,7.15,8.7,0,10.02
11.5,2,OK,pass,OK,0,1.15,0.48,3.2,Plate 2 F9,Plate 2 F9, T4,6,0.989418375219031,9.46,1.6,1.01,2.6
11.5,2,OK,pass,OK,2.69,1.95,1.85,2.08,Plate 2 F10,Plate 2 F10, T4,6,1.3374686338193902,6.48,6.08,7.34,9.41
11.5,2,OK,pass,OK,2.46,2.12,1.81,2.37,Plate 2 F11,Plate 2 F11, T4,6,0.2389688323064331,0,7.9,7.93,5.56
11.5,2,OK,pass,OK,2.63,2.06,1.4,2.44,Plate 2 F12,Plate 2 F12, T4,6,0.4663822949967802,7.26,7.83,0,7.91
11.5,2,OK,pass,OK,1.66,1.32,1.15,3.36,Plate 2 G1,Plate 2 G1, G4,6,0.3546443063672278,9.11,8.02,6.64,8.52
11.5,2,OK,pass,OK,2.11,1.43,0,2.73,Plate 2 G2,Plate 2 G2, G4,6,0.3009853554216484,8.59,2.93,0,10.46
11.5,2,OK,pass,OK,2.72,2.18,0,2.67,Plate 2 G3,Plate 2 G3, G4,6,0.3901267781743114,2.62,9.1,0,9.21
11.5,2,OK,pass,OK,1.32,1.18,1.04,3.28,Plate 2 G4,Plate 2 G4, G4,6,0.33437054117429016,6.24,0,0,8.34
11.5,2,OK,pass,OK,1.82,1.32,1,3.12,Plate 2 G5,Plate 2 G5, G4,6,0.4442999024751733,8.28,1.7,0,3.62
11.5,2,OK,pass,OK,0,1.15,1.3,3.16,Plate 2 G6,Plate 2 G6, G4,6,0.33839372216474634,8.63,1.98,1.98,3.68
11.5,2,OK,pass,OK,0,1.32,1.61,3.34,Plate 2 G7,Plate 2 G7, G4,6,0.5092390951888367,8.66,0,1.57,2.78
11.5,2,OK,pass,OK,2.15,1.83,0,3.04,Plate 2 G8,Plate 2 G8, G4,6,0.8208010867344981,6.41,7.08,0,6.09
11.5,2,OK,pass,OK,1,1.04,0.95,2.97,Plate 2 G9,Plate 2 G9, G4,6,0.9541569077488671,7.97,2.38,0,2.38
11.5,2,OK,pass,OK,1.99,1.82,1.11,2.81,Plate 2 G10,Plate 2 G10, G4,6,1.2252660850530475,8.13,7.05,0,8.06
11.5,2,OK,pass,OK,1.79,1.38,0.3,3.39,Plate 2 G11,Plate 2 G11, G4,6,0.16293883011347415,8.21,7.48,0,6.54
11.5,2,OK,pass,OK,1.2,1.28,0.9,2.9,Plate 2 H1,Plate 2 H1, NP68,6,0.3273525259039429,9.26,0,2.02,4.67
11.5,2,OK,pass,OK,1.34,0.95,1.57,3.13,Plate 2 H2,Plate 2 H2, NP68,6,0.23941535127286262,7.8,0,0,3.23
11.5,2,OK,pass,OK,1.38,0.7,1.34,2.8,Plate 2 H3,Plate 2 H3, NP68,6,0.23323625042429205,7.63,0,0,4.18
11.5,2,OK,pass,OK,0.85,1.23,0,3.38,Plate 2 H4,Plate 2 H4, NP68,6,0.23867566328807024,8.84,0,0,4.15
11.5,2,OK,pass,OK,0.7,1.18,1.26,3.22,Plate 2 H5,Plate 2 H5, NP68,6,0.31780874678308507,8.29,0,2.05,2.05
11.5,2,OK,pass,OK,0,1.3,0,3.34,Plate 2 H6,Plate 2 H6, NP68,6,0.43050742773434947,8.36,1.73,0,3.36
11.5,2,OK,pass,OK,1.11,1.08,1.18,3.13,Plate 2 H7,Plate 2 H7, NP68,6,0.6528874038940362,8.48,2.02,1.34,2.83
11.5,2,OK,pass,OK,0.48,1.2,0,3.33,Plate 2 H8,Plate 2 H8, NP68,6,0.7237621416563995,9.73,0,1.25,1.91
11.5,2,OK,pass,OK,1,1.86,0.3,3.36,Plate 2 H9,Plate 2 H9, NP68,6,2.0340246905717185,9.04,8.22,0,1.31
11.5,2,OK,pass,OK,0.7,0.85,1.46,3.35,Plate 2 H10,Plate 2 H10, NP68,6,1.5636733380955643,9.63,0,0,1.55
11.5,2,OK,pass,OK,1.83,1,1.04,1.2,Plate 2 H11,Plate 2 H11, NP68,6,0.32392019324280263,3.36,8.07,0,10.17
11.5,2,OK,pass,OK,0.48,0.78,1.51,2.96,Plate 3 A1,Plate 3 A1, G4,6,0.47777529407961905,9.24,4.31,2.37,4.45
11.5,2,OK,pass,OK,2.38,1.88,0.7,2.68,Plate 3 A2,Plate 3 A2, G4,6,0.5304690424108962,5.41,6.07,0,9.75
11.5,2,OK,pass,OK,1.28,0.7,0,3.16,Plate 3 A3,Plate 3 A3, G4,6,0.39237741417682,8.15,0,0,4.03
11.5,2,OK,pass,OK,1.98,1.49,1.57,3.08,Plate 3 A4,Plate 3 A4, G4,6,0.28579017968527315,9.02,7.03,3,4.46
11.5,2,OK,pass,OK,2.29,0.85,0,2.74,Plate 3 A5,Plate 3 A5, G4,6,0.4517554161267698,8.88,0,0,8.95
11.5,2,OK,pass,OK,0.7,0.95,0.78,3.18,Plate 3 A6,Plate 3 A6, G4,6,0.36573962613911365,7.8,0,0,4.82
11.5,2,OK,pass,OK,2.6,2.21,0,2.99,Plate 3 A7,Plate 3 A7, G4,6,1.0632879472612855,6.53,6.54,0.96,10.26
11.5,2,OK,pass,OK,2.42,2,2,2.47,Plate 3 A9,Plate 3 A9, G4,6,0.9907038086072373,6.9,5.92,5.6,7.59
11.5,2,OK,pass,OK,0,1,1.34,2.94,Plate 3 A10,Plate 3 A10, G4,6,0.3805063240794202,4.77,1.86,0,6.54
11.5,2,OK,pass,OK,1.76,0.95,1.36,3.17,Plate 3 A11,Plate 3 A11, G4,6,0.48007103300802956,8.94,0,0,9.4
11.5,2,OK,pass,OK,1.11,1.82,0,3.18,Plate 3 A12,Plate 3 A12, G4,6,0.3516990853058289,9.99,0,0,3.25
11.5,2,OK,pass,OK,0.48,0.9,1.38,2.62,Plate 3 B1,Plate 3 B1, NP68,6,0.7272801698767535,8.61,1.25,1.91,6.5
11.5,2,OK,pass,OK,0,1.11,0,3.24,Plate 3 B2,Plate 3 B2, NP68,6,0.24774586168695736,7.85,2.33,0,2.33
11.5,2,OK,pass,OK,0,0.48,1.72,2.64,Plate 3 B3,Plate 3 B3, NP68,6,0.2730350722401947,8.42,2.22,7.61,4.27
11.5,2,OK,pass,OK,0,1.04,1.41,3.32,Plate 3 B4,Plate 3 B4, NP68,6,0.11706013388598538,8.77,0,0,4.73
11.5,2,OK,pass,OK,0,1.23,0.6,3.11,Plate 3 B5,Plate 3 B5, NP68,6,0.2466092679542276,8.75,0,0,4.41
11.5,2,OK,pass,OK,2.51,2.02,1.15,3.24,Plate 3 B6,Plate 3 B6, NP68,6,0.4651780468751974,7.36,7.88,0,9.44
11.5,2,OK,pass,OK,0.3,0.95,1.23,3.14,Plate 3 B7,Plate 3 B7, NP68,6,0.2919512393634829,4.64,0,2.15,2.97
11.5,2,OK,pass,OK,0,1.08,0.7,3.25,Plate 3 B8,Plate 3 B8, NP68,6,0.4864215249750276,9.04,0,0,3.21
11.5,2,OK,pass,OK,0,1.3,0,3.32,Plate 3 B9,Plate 3 B9, NP68,6,0.4172065748858571,9.71,0,0,3.7
11.5,2,OK,pass,OK,1.3,1.18,1.15,3.37,Plate 3 B10,Plate 3 B10, NP68,6,0.27540748614263855,7.45,2.21,3.05,3.96
11.5,2,OK,pass,OK,0,1.4,0.6,3.43,Plate 3 B11,Plate 3 B11, NP68,6,0.432095050726099,8.77,0,0,3.9
11.5,2,OK,pass,OK,2.71,2.34,1,2.15,Plate 3 C1,Plate 3 C1, N4,6,0.5462415355988168,0,7.94,1.5,3.34
11.5,2,OK,pass,OK,2.9,2.59,0.95,1.98,Plate 3 C2,Plate 3 C2, N4,6,0.7149309887647927,0,8.42,7.93,3.43
11.5,2,OK,pass,OK,2.57,2.51,0.7,1.32,Plate 3 C3,Plate 3 C3, N4,6,0.5153325004781936,3.42,8.24,1.56,7.86
11.5,2,OK,pass,OK,2.87,1.79,1.63,1.7,Plate 3 C4,Plate 3 C4, N4,6,0.62145517483295,2.08,7.25,1.38,10.99
11.5,2,OK,pass,OK,2.93,2.53,0,1.85,Plate 3 C5,Plate 3 C5, N4,6,0.5765867841456654,1.45,5.16,1.45,9.51
11.5,2,OK,pass,OK,2.72,2.32,0,2.04,Plate 3 C6,Plate 3 C6, N4,6,0.5629025564270063,0,6.89,1.47,8.76
11.5,2,OK,pass,OK,2.68,2.63,2.17,1.83,Plate 3 C7,Plate 3 C7, N4,6,0.7282002695651538,0,6.15,7.45,8.53
11.5,2,OK,pass,OK,2.81,2.34,1.85,1.36,Plate 3 C8,Plate 3 C8, N4,6,0.33387440898936843,2.81,8.03,5.61,3.7
11.5,2,OK,pass,OK,2.54,1.93,2.2,2.18,Plate 3 C9,Plate 3 C9, N4,6,0.9327645899935604,2.67,6.35,6.67,4.62
11.5,2,OK,pass,OK,2.86,2.31,1.52,1.92,Plate 3 C10,Plate 3 C10, N4,6,0.5313124671252631,1.53,5.53,6.06,8.42
11.5,2,OK,pass,OK,2.37,2.23,0,2.34,Plate 3 C11,Plate 3 C11, N4,6,0.5067223519235066,6.95,6.21,0,5.03
11.5,2,OK,pass,OK,2.67,2.15,1.48,2.45,Plate 3 C12,Plate 3 C12, N4,6,0.6335517795598596,6.65,8.63,4.63,11.64
11.5,2,OK,pass,OK,2.56,2.05,1.23,2.33,Plate 3 D1,Plate 3 D1, T4,6,0.643312052725047,5.75,7.12,1.35,9.26
11.5,2,OK,pass,OK,2.45,1.7,0,2.15,Plate 3 D2,Plate 3 D2, T4,6,0.5224768039410663,7.63,7.08,1.54,10.87
11.5,2,OK,pass,OK,2.71,2.49,0,1.4,Plate 3 D3,Plate 3 D3, T4,6,0.8379582397476094,5.98,8.16,1.13,8.81
11.5,2,OK,pass,OK,2.73,2.26,2.25,2.95,Plate 3 D4,Plate 3 D4, T4,6,0.8799941666882499,7.99,7.39,7.78,8.38
11.5,2,OK,pass,OK,2.27,1.95,1.3,2.25,Plate 3 D5,Plate 3 D5, T4,6,0.75814861236406506,2.65,5.78,1.21,10.02
11.5,2,OK,pass,OK,2.51,1.53,1.6,2.54,Plate 3 D6,Plate 3 D6, T4,6,0.5712691491818226,0,8.05,0,9.11
11.5,2,OK,pass,OK,1.46,1.52,1.34,3.08,Plate 3 D7,Plate 3 D7, T4,6,0.7106371902189247,9.05,7.18,1.27,10.93
