age,individual,single.cell.well.quality,post.analysis.well.quality,single.cell.quality,CD69.measurement..log10.,CD25.measurement..log10.,CD44.measurement..log10.,CD62L.measurement..log10.,sorting.plate.well,sequencing.plate.well,stimulus,time,sizeFactor
11.5,2,OK,pass,OK,2.59549622182557,2.24551266781415,2.42975228000241,2.72672720902657,Plate 3 D8,Plate 3 D8,peptide T4,6,0.8008250008525134
11.5,2,OK,pass,OK,1.93449845124357,0.954242509439325,1.73239375982297,3.3003780648707,Plate 3 D9,Plate 3 D9,peptide T4,6,0.48753556724480634
11.5,2,OK,pass,OK,2.12057393120585,1.68124123737559,0.903089986991944,2.80888586735981,Plate 3 D10,Plate 3 D10,peptide T4,6,0.40013962772454975
11.5,2,OK,pass,OK,2.19865708695442,1.34242268082221,1.30102999566398,2.61172330800734,Plate 3 D11,Plate 3 D11,peptide T4,6,0.346769335504743
11.5,2,OK,pass,OK,2.02530586526477,1.5910646070265,1.47712125471966,3.13735411137073,Plate 3 D12,Plate 3 D12,peptide T4,6,0.8461128487506864
11.5,2,OK,pass,OK,0.477121254719662,0,0.301029995663981,1.84509804001426,Plate 3 E1,Plate 3 E1,peptide N4,1,0.2855511341779926
11.5,2,OK,pass,OK,0,0.602059991327962,0,1.66275783168157,Plate 3 E2,Plate 3 E2,peptide N4,1,0.3874702158386851
11.5,2,OK,pass,OK,1.66275783168157,0.954242509439325,1.32221929473392,2.21218760440396,Plate 3 E3,Plate 3 E3,peptide N4,1,0.4156054210163369
11.5,2,OK,pass,OK,0.778151250383644,0.778151250383644,0,2.38738982633873,Plate 3 E4,Plate 3 E4,peptide N4,1,0.47282299281558215
11.5,2,OK,pass,OK,0.903089986991944,1.11394335230684,0.477121254719662,2.62428209583567,Plate 3 E5,Plate 3 E5,peptide N4,1,0.3533227906382999
11.5,2,OK,pass,OK,0,0.845098040014257,0.301029995663981,2.99519629159718,Plate 3 E8,Plate 3 E8,peptide N4,1,0.3850707401807
11.5,2,OK,pass,OK,0.698970004336019,0.698970004336019,0.954242509439325,2.72672720902657,Plate 3 E9,Plate 3 E9,peptide N4,1,0.4682360252513513
11.5,2,OK,pass,OK,1.44715803134222,0.602059991327962,0.301029995663981,1.7160033436348,Plate 3 E10,Plate 3 E10,peptide N4,1,0.328110255059096
11.5,2,OK,pass,OK,0,0.477121254719662,1.43136376415899,1.70757017609794,Plate 3 E11,Plate 3 E11,peptide N4,1,0.4116949973406357
11.5,2,OK,pass,OK,1.41497334797082,0.477121254719662,0.698970004336019,2.01703333929878,Plate 3 E12,Plate 3 E12,peptide N4,1,0.36607789808337843
11.5,2,OK,pass,OK,0,1,1.20411998265592,3.15106325335375,Plate 3 F1,Plate 3 F1,NA,NA,0.4306382262194651
11.5,2,OK,pass,OK,0,0.778151250383644,0.845098040014257,2.84385542262316,Plate 3 F2,Plate 3 F2,NA,NA,0.3341720883003214
11.5,2,OK,pass,OK,1.17609125905568,0.845098040014257,1.51851393987789,3.02325245963371,Plate 3 F3,Plate 3 F3,NA,NA,0.4030622973229977
11.5,2,OK,pass,OK,0.698970004336019,1.04139268515823,0,3.21245396104028,Plate 3 F4,Plate 3 F4,NA,NA,0.28731014828816964
11.5,2,OK,pass,OK,0.903089986991944,1.11394335230684,1.43136376415899,2.90848501887865,Plate 3 F5,Plate 3 F5,NA,NA,0.339940752523184
11.5,2,OK,pass,OK,0.301029995663981,1.14612803567824,1.34242268082221,3.1102529173534,Plate 3 F6,Plate 3 F6,NA,NA,0.2817715089874071
11.5,2,OK,pass,OK,0.954242509439325,0.954242509439325,0,3.11660774398825,Plate 3 F7,Plate 3 F7,NA,NA,0.39373501224646934
11.5,2,OK,pass,OK,0.778151250383644,1.04139268515823,0,2.65127801399814,Plate 3 F8,Plate 3 F8,NA,NA,0.24559896241402335
11.5,2,OK,pass,OK,0.778151250383644,0.845098040014257,0,3.1152775913959,Plate 3 F9,Plate 3 F9,NA,NA,0.3242674857722478
11.5,2,OK,pass,OK,0.602059991327962,1.11394335230684,0.778151250383644,2.46982201597816,Plate 3 F10,Plate 3 F10,NA,NA,0.290471863393898
11.5,2,OK,pass,OK,0.602059991327962,1.14612803567824,1.04139268515823,3.28735377271475,Plate 3 F11,Plate 3 F11,NA,NA,0.3840333728849546
11.5,2,OK,pass,OK,0.301029995663981,0.778151250383644,0.301029995663981,2.78532983501077,Plate 3 F12,Plate 3 F12,NA,NA,0.3113635386716928
11.5,2,OK,pass,OK,2.64443858946784,1.36172783601759,1.90308998699194,2.19312459835446,Plate 3 G1,Plate 3 G1,peptide N4,3,0.3508601708840521
11.5,2,OK,pass,OK,2.33243845991561,1.14612803567824,0.845098040014257,2.14921911265538,Plate 3 G2,Plate 3 G2,peptide N4,3,0.7461422134889593
11.5,2,OK,pass,OK,2.86451108105839,1.91907809237607,1.25527250510331,1.96378782734556,Plate 3 G3,Plate 3 G3,peptide N4,3,0.511074784273047
11.5,2,OK,pass,OK,2.25285303097989,1.11394335230684,1.78532983501077,1.43136376415899,Plate 3 G4,Plate 3 G4,peptide N4,3,0.7367608049013484
11.5,2,OK,pass,OK,2.76937732607614,0.954242509439325,1.17609125905568,2.46538285144842,Plate 3 G5,Plate 3 G5,peptide N4,3,0.5968289772904716
11.5,2,OK,pass,OK,2.60638136511061,1,0.778151250383644,1.80617997398389,Plate 3 G6,Plate 3 G6,peptide N4,3,0.5014723713485166
11.5,2,OK,pass,OK,2.10380372095596,1,1.6232492903979,2.25042000230889,Plate 3 G7,Plate 3 G7,peptide N4,3,0.5072229944010184
11.5,2,OK,pass,OK,2.6222140229663,1,0.698970004336019,2.02118929906994,Plate 3 G8,Plate 3 G8,peptide N4,3,0.7740879863778227
11.5,2,OK,pass,OK,2.51188336097887,1.99122607569249,1.99122607569249,1.86923171973098,Plate 3 G9,Plate 3 G9,peptide N4,3,0.49792277108003113
11.5,2,OK,pass,OK,2.36361197989214,1.49136169383427,0.602059991327962,1.80617997398389,Plate 3 G10,Plate 3 G10,peptide N4,3,0.50703356211223
11.5,2,OK,pass,OK,2.6222140229663,1.81954393554187,1.2304489213782701,2.33041377334919,Plate 3 G11,Plate 3 G11,peptide N4,3,0.5333601399612128
11.5,2,OK,pass,OK,2.63948648926859,1.39794000867204,0,1.81291335664286,Plate 3 H2,Plate 3 H2,peptide N4,3,1.8502979219100235
11.5,2,OK,pass,OK,0.602059991327962,1.2304489213782701,1.44715803134222,3.14643813528577,Plate 3 H3,Plate 3 H3,peptide N4,3,0.765414693726873
11.5,2,OK,pass,OK,2.5705429398819,0.954242509439325,1.04139268515823,2.05690485133647,Plate 3 H4,Plate 3 H4,peptide N4,3,1.2541590193858523
11.5,2,OK,pass,OK,2.8394780473742,2.02530586526477,1.56820172406699,1.44715803134222,Plate 3 H5,Plate 3 H5,peptide N4,3,0.7413342415878087
11.5,2,OK,pass,OK,2.65321251377534,1.75587485567249,0,1.44715803134222,Plate 3 H8,Plate 3 H8,peptide N4,3,1.3818318717365723
11.5,2,OK,pass,OK,0.903089986991944,0.845098040014257,1.67209785793572,2.931457870689,Plate 3 H9,Plate 3 H9,peptide N4,3,0.863599253122882
11.5,2,OK,pass,OK,2.72997428569956,1.5440680443502799,1.32221929473392,1.69019608002851,Plate 3 H10,Plate 3 H10,peptide N4,3,1.0588407987673505
11.5,2,OK,pass,OK,2.13353890837022,0.954242509439325,0.845098040014257,2.22788670461367,Plate 3 H11,Plate 3 H11,peptide N4,3,1.1864956099477095
11.5,2,OK,pass,OK,1.96848294855394,0.301029995663981,1.14612803567824,1.81291335664286,Plate 4 A1,Plate 4 A1,peptide N4,1,1.9320605059851237
11.5,2,OK,pass,OK,1.68124123737559,0.698970004336019,1.34242268082221,1.80617997398389,Plate 4 A2,Plate 4 A2,peptide N4,1,0.36222610821134976
11.5,2,OK,pass,OK,0.301029995663981,1.07918124604762,1.69019608002851,2.79726754083072,Plate 4 A3,Plate 4 A3,peptide N4,1,0.4254874720814596
11.5,2,OK,pass,OK,0.301029995663981,0.778151250383644,1.17609125905568,1.61278385671974,Plate 4 A4,Plate 4 A4,peptide N4,1,0.5172764365845686
11.5,2,OK,pass,OK,1.2304489213782701,0.301029995663981,1.11394335230684,1.85125834871908,Plate 4 A6,Plate 4 A6,peptide N4,1,0.32328875228017495
11.5,2,OK,pass,OK,1.25527250510331,1.11394335230684,0.301029995663981,2.46982201597816,Plate 4 A7,Plate 4 A7,peptide N4,1,0.5787652554667307
11.5,2,OK,pass,OK,0,0.698970004336019,1.11394335230684,0.845098040014257,Plate 4 A8,Plate 4 A8,peptide N4,1,0.4617863068473689
11.5,2,OK,pass,OK,1.73239375982297,1,0.778151250383644,2.77959649125782,Plate 4 A10,Plate 4 A10,peptide N4,1,0.362162964115087
11.5,2,OK,pass,OK,0.778151250383644,0.602059991327962,1.14612803567824,2.79588001734408,Plate 4 A11,Plate 4 A11,peptide N4,1,0.5282138961157974
11.5,2,OK,pass,OK,1.14612803567824,0.698970004336019,0.477121254719662,2.34439227368511,Plate 4 A12,Plate 4 A12,peptide N4,1,0.4313914450820281
11.5,2,OK,pass,OK,0,0.954242509439325,0.477121254719662,2.04139268515822,Plate 4 B1,Plate 4 B1,peptide N4,1,1.0995236379309317
11.5,2,OK,pass,OK,0,0.954242509439325,0.477121254719662,2.85003325768977,Plate 4 B3,Plate 4 B3,peptide N4,1,0.3581397831246308
11.5,2,OK,pass,OK,1.2304489213782701,0.602059991327962,0.954242509439325,1.98227123303957,Plate 4 B4,Plate 4 B4,peptide N4,1,0.36156309520059077
11.5,2,OK,pass,OK,1.80617997398389,0.698970004336019,1.5440680443502799,1.69897000433602,Plate 4 B5,Plate 4 B5,peptide N4,1,0.5726808707625544
11.5,2,OK,pass,OK,1.04139268515823,0.477121254719662,0.903089986991944,2.09342168516224,Plate 4 B6,Plate 4 B6,peptide N4,1,0.4159121209124703
11.5,2,OK,pass,OK,0,0.301029995663981,0.477121254719662,1.5440680443502799,Plate 4 B7,Plate 4 B7,peptide N4,1,0.26135792472417335
11.5,2,OK,pass,OK,0.602059991327962,0.903089986991944,1.25527250510331,2.77085201164214,Plate 4 B8,Plate 4 B8,peptide N4,1,0.5039846043212566
11.5,2,OK,pass,OK,0.477121254719662,0.698970004336019,0,2.13987908640124,Plate 4 B9,Plate 4 B9,peptide N4,1,0.43476514393949584
11.5,2,OK,pass,OK,0.477121254719662,0,0,2.44715803134222,Plate 4 B10,Plate 4 B10,peptide N4,1,0.3004441203108247
11.5,2,OK,pass,OK,0.602059991327962,0.698970004336019,0.477121254719662,2.84385542262316,Plate 4 B12,Plate 4 B12,peptide N4,1,0.440159453877372
11.5,2,OK,pass,OK,2.01283722470517,1.20411998265592,0.954242509439325,1.44715803134222,Plate 4 C1,Plate 4 C1,peptide N4,3,1.6956039066514306
11.5,2,OK,pass,OK,2.66181268553726,1.64345267648619,1.17609125905568,1.46239799789896,Plate 4 C2,Plate 4 C2,peptide N4,3,0.9366073592804085
11.5,2,OK,pass,OK,2.49276038902684,1.20411998265592,1.5910646070265,2.02938377768521,Plate 4 C3,Plate 4 C3,peptide N4,3,0.7043814143963207
11.5,2,OK,pass,OK,2.3541084391474,1,0.477121254719662,1.7481880270062,Plate 4 C4,Plate 4 C4,peptide N4,3,0.7242672944265015
11.5,2,OK,pass,OK,2.86033800657099,1.78532983501077,0,2.05307844348342,Plate 4 C5,Plate 4 C5,peptide N4,3,0.7111739150371581
11.5,2,OK,pass,OK,3.12936759572299,2.32014628611105,2.35983548233989,1.88649072517248,Plate 4 C6,Plate 4 C6,peptide N4,3,0.8245626707547227
11.5,2,OK,pass,OK,1.79239168949825,1.25527250510331,1.81954393554187,2.50650503240487,Plate 4 C7,Plate 4 C7,peptide N4,3,0.42385474616380814
11.5,2,OK,pass,OK,2.65127801399814,1.36172783601759,0.301029995663981,1.90848501887865,Plate 4 C8,Plate 4 C8,peptide N4,3,0.5458040372175675
11.5,2,OK,pass,OK,2.16435285578444,1.80617997398389,1.2304489213782701,2.20682587603185,Plate 4 C9,Plate 4 C9,peptide N4,3,0.5516899690477752
11.5,2,OK,pass,OK,2.62736585659273,1.25527250510331,0,2,Plate 4 C11,Plate 4 C11,peptide N4,3,0.6705451993846593
11.5,2,OK,pass,OK,2.72916478969277,1.44715803134222,1.94939000664491,1.7481880270062,Plate 4 C12,Plate 4 C12,peptide N4,3,0.7162164221529989
11.5,2,OK,pass,OK,0,0.301029995663981,1.38021124171161,2.03342375548695,Plate 4 D1,Plate 4 D1,NA,NA,1.2171159863425602
11.5,2,OK,pass,OK,0.301029995663981,0.698970004336019,1.17609125905568,2.66558099101795,Plate 4 D2,Plate 4 D2,NA,NA,0.7962786259215944
11.5,2,OK,pass,OK,0.954242509439325,0.477121254719662,1.38021124171161,2.88479536394898,Plate 4 D3,Plate 4 D3,NA,NA,0.39495279124582267
11.5,2,OK,pass,OK,0,0.698970004336019,1.34242268082221,2.86451108105839,Plate 4 D4,Plate 4 D4,NA,NA,0.6385446734572081
11.5,2,OK,pass,OK,0.954242509439325,0.845098040014257,0.602059991327962,3.05956341790127,Plate 4 D5,Plate 4 D5,NA,NA,0.27081149799322723
11.5,2,OK,pass,OK,0.954242509439325,0.903089986991944,0.778151250383644,3.03782475058834,Plate 4 D6,Plate 4 D6,NA,NA,0.2531491922100139
11.5,2,OK,pass,OK,0,1.11394335230684,1.11394335230684,2.99166900737995,Plate 4 D7,Plate 4 D7,NA,NA,0.3100735949908963
11.5,2,OK,pass,OK,1.11394335230684,1.07918124604762,1.69897000433602,2.86332286012046,Plate 4 D8,Plate 4 D8,NA,NA,0.3798433110686611
11.5,2,OK,pass,OK,0.954242509439325,0.778151250383644,0.477121254719662,2.48572142648158,Plate 4 D9,Plate 4 D9,NA,NA,0.30242413875792135
11.5,2,OK,pass,OK,1.04139268515823,0.845098040014257,1.88081359228079,2.66838591669,Plate 4 D10,Plate 4 D10,NA,NA,0.5128428189684044
11.5,2,OK,pass,OK,1.11394335230684,0.301029995663981,0.845098040014257,2.80413943233535,Plate 4 D11,Plate 4 D11,NA,NA,0.28491067263018455
11.5,2,OK,pass,OK,2.10037054511756,0.845098040014257,0.845098040014257,2.56820172406699,Plate 4 E1,Plate 4 E1,peptide G4,6,1.1597450645952483
11.5,2,OK,pass,OK,1.20411998265592,1.11394335230684,0.477121254719662,3.10209052551184,Plate 4 E2,Plate 4 E2,peptide G4,6,0.8068733032159682
11.5,2,OK,pass,OK,0.477121254719662,0.477121254719662,0.301029995663981,2.35793484700045,Plate 4 E3,Plate 4 E3,peptide G4,6,0.41498751093147984
11.5,2,OK,pass,OK,0.954242509439325,1.11394335230684,1.07918124604762,3.16849748352303,Plate 4 E4,Plate 4 E4,peptide G4,6,0.6613847951339682
11.5,2,OK,pass,OK,2.45636603312904,1.73239375982297,1.2304489213782701,2.66745295288995,Plate 4 E5,Plate 4 E5,peptide G4,6,0.6937732062241763
11.5,2,OK,pass,OK,0,1.27875360095283,0.954242509439325,3.40959501939682,Plate 4 E6,Plate 4 E6,peptide G4,6,0.5324039579320908
11.5,2,OK,pass,OK,0,1.11394335230684,0.698970004336019,3.20194306340165,Plate 4 E7,Plate 4 E7,peptide G4,6,0.5555146971642627
11.5,2,OK,pass,OK,2.30749603791321,1.79934054945358,1.27875360095283,3.05690485133647,Plate 4 E8,Plate 4 E8,peptide G4,6,0.4350583129578587
11.5,2,OK,pass,OK,1.51851393987789,1.46239799789896,0,3.17143390094301,Plate 4 E9,Plate 4 E9,peptide G4,6,0.4235345153899041
11.5,2,OK,pass,OK,2.46089784275655,1.92941892571429,1.14612803567824,3.06333335895175,Plate 4 E10,Plate 4 E10,peptide G4,6,1.116568033629288
11.5,2,OK,pass,OK,2.45331834004704,2.15228834438306,0,2.72509452108147,Plate 4 E11,Plate 4 E11,peptide G4,6,0.7803167004448854
11.5,2,OK,pass,OK,1.60205999132796,1.34242268082221,0.698970004336019,3.26387267686522,Plate 4 E12,Plate 4 E12,peptide G4,6,0.6916939613400952
11.5,2,OK,pass,OK,0,1,0,3.24254142829838,Plate 4 F1,Plate 4 F1,peptide NP68,6,1.6423599026241493
11.5,2,OK,pass,OK,0.602059991327962,1,1.27875360095283,2.92685670894969,Plate 4 F2,Plate 4 F2,peptide NP68,6,0.7841730006095043
11.5,2,OK,pass,OK,0,1.20411998265592,1.34242268082221,3.34458874257871,Plate 4 F3,Plate 4 F3,peptide NP68,6,0.3824006469673031
11.5,2,OK,pass,OK,0.477121254719662,0.778151250383644,0.301029995663981,3.10037054511756,Plate 4 F4,Plate 4 F4,peptide NP68,6,0.3774348148254957
11.5,2,OK,pass,OK,0,1.25527250510331,1.11394335230684,3.23401081758718,Plate 4 F5,Plate 4 F5,peptide NP68,6,0.37545028608580877
11.5,2,OK,pass,OK,0.602059991327962,1.04139268515823,1.2304489213782701,3.36810085170935,Plate 4 F6,Plate 4 F6,peptide NP68,6,0.2658546864366002
11.5,2,OK,pass,OK,0.845098040014257,1.04139268515823,0.698970004336019,3.40122816749811,Plate 4 F7,Plate 4 F7,peptide NP68,6,0.3565341189625205
11.5,2,OK,pass,OK,2.27646180417324,1.8750612633917,1.61278385671974,3.14176323027579,Plate 4 F8,Plate 4 F8,peptide NP68,6,0.4123083971329025
11.5,2,OK,pass,OK,0,1,0.778151250383644,3.1264561134318,Plate 4 F9,Plate 4 F9,peptide NP68,6,0.4257174970035597
11.5,2,OK,pass,OK,0.477121254719662,1.04139268515823,0.301029995663981,3.05307844348342,Plate 4 F10,Plate 4 F10,peptide NP68,6,0.5843941006192972
11.5,2,OK,pass,OK,0,1.25527250510331,1.56820172406699,3.37069809257558,Plate 4 F11,Plate 4 F11,peptide NP68,6,0.5110883151508177
11.5,2,OK,pass,OK,0,1.11394335230684,0.778151250383644,3.33505651943909,Plate 4 F12,Plate 4 F12,peptide NP68,6,0.4834131598173658
11.5,2,OK,pass,OK,2.62013605497376,2.41329976408125,1.46239799789896,2.24303804868629,Plate 4 G1,Plate 4 G1,peptide N4,6,1.7576520018147772
11.5,2,OK,pass,OK,2.61278385671974,2.10380372095596,0,2.17609125905568,Plate 4 G2,Plate 4 G2,peptide N4,6,0.8729716411253123
11.5,2,OK,pass,OK,2.67851837904011,2.60097289568675,1.85733249643127,1.5910646070265,Plate 4 G3,Plate 4 G3,peptide N4,6,0.7322820843592823
11.5,2,OK,pass,OK,2.84385542262316,2.40993312333129,1.95424250943932,1.77085201164214,Plate 4 G4,Plate 4 G4,peptide N4,6,0.8886584387540192
11.5,2,OK,pass,OK,1.82607480270083,1.53147891704226,2.26951294421792,0.778151250383644,Plate 4 G5,Plate 4 G5,peptide N4,6,0.516965226395845
11.5,2,OK,pass,OK,2.74036268949424,2.65513843481138,0,1.79239168949825,Plate 4 G6,Plate 4 G6,peptide N4,6,0.8776803865894784
11.5,2,OK,pass,OK,2.5705429398819,2.55022835305509,2.03742649794062,1.63346845557959,Plate 4 G7,Plate 4 G7,peptide N4,6,0.8137785611715606
11.5,2,OK,pass,OK,2.63848925695464,2.47856649559384,0.778151250383644,1.84509804001426,Plate 4 G8,Plate 4 G8,peptide N4,6,0.8492159300527422
11.5,2,OK,pass,OK,2.64246452024212,2.04921802267018,0.301029995663981,2.45331834004704,Plate 4 G9,Plate 4 G9,peptide N4,6,0.7775699322574552
11.5,2,OK,pass,OK,2.58771096501891,1,0,2.34044411484012,Plate 4 G10,Plate 4 G10,peptide N4,6,0.5592356885511757
11.5,2,OK,pass,OK,2.60422605308447,2.07918124604762,0.778151250383644,2.63848925695464,Plate 4 H1,Plate 4 H1,peptide T4,6,3.0089920883317562
11.5,2,OK,pass,OK,2.35602585719312,0.903089986991944,1.44715803134222,2.49692964807321,Plate 4 H2,Plate 4 H2,peptide T4,6,4.042593289764362
11.5,2,OK,pass,OK,2.8819549713396,2.59988307207369,1.5910646070265,1.89209460269048,Plate 4 H3,Plate 4 H3,peptide T4,6,7.823458810812154
11.5,2,OK,pass,OK,2.34830486304816,2.41664050733828,0,2.02938377768521,Plate 4 H4,Plate 4 H4,peptide T4,6,3.909228448164812
11.5,2,OK,pass,OK,2.41664050733828,2.35793484700045,1.69897000433602,2.06069784035361,Plate 4 H5,Plate 4 H5,peptide T4,6,1.3499621442942369
11.5,2,OK,pass,OK,2.70156798505593,2.13033376849501,1.30102999566398,1.49136169383427,Plate 4 H6,Plate 4 H6,peptide T4,6,1.3432824009681545
11.5,2,OK,pass,OK,2.29446622616159,2.45178643552429,2.15533603746506,2.67394199863409,Plate 4 H7,Plate 4 H7,peptide T4,6,1.143359171615061
11.5,2,OK,pass,OK,2.78390357927274,1.65321251377534,1.68124123737559,2.52374646681156,Plate 4 H8,Plate 4 H8,peptide T4,6,1.0579477608344914
11.5,2,OK,pass,OK,2.77232170672292,2.04139268515822,2.30749603791321,1.94939000664491,Plate 4 H9,Plate 4 H9,peptide T4,6,1.0303447701824828
11.5,2,OK,pass,OK,2.43616264704076,1.92427928606188,0,3.24477176149529,Plate 4 H10,Plate 4 H10,peptide T4,6,0.9251467058087167
11.5,2,OK,pass,OK,2.86033800657099,2.35218251811136,1.49136169383427,1.89209460269048,Plate 4 H11,Plate 4 H11,peptide T4,6,1.0451520607561011
